Quote_ID,Customer_ID,Sales_Rep_ID,Product_ID,Quote_Request_Date,Quote_Sent_Date,Quote_Viewed_Date,Quote_Accepted_Date,Shipment_Booked_Date,Shipment_Completed_Date,Origin_Country,Destination_Country,Route,Transport_Mode,Carrier,Quoted_Amount_USD,Final_Booked_Amount_USD,Lead_Time_Days,Response_Time_Hours,Quote_Status,Drop_Off_Stage,Drop_Off_Reason,Priority_Level,Customer_Segment
3185,1432,5,14,2024-10-07,2024-10-07 15:00:00,2024-10-07 20:00:00,2024-10-08 04:00:00,2024-10-11 04:00:00,,South Africa,Brazil,South Africa -> Brazil ,Road,Cargo Carriers ,2117.96,2312.9020247618605,23,14,Booked,,No Feedback,Low,Enterprise
3186,1736,9,23,2024-09-20,2024-09-21 17:00:00,2024-09-22 00:00:00,2024-09-22 19:00:00,2024-09-26 19:00:00,2024-10-13 19:00:00,China,Netherlands,China -> Netherlands ,Road,Emirates,4630.9,4872.312560208624,6,64,Completed,,,Low,Enterprise
3187,1092,5,22,2024-11-24,2024-11-24 07:00:00,2024-11-26 06:00:00,,,,India,USA,India -> USA ,Air,ONE,5408.41,,29,4,Viewed,Quote Accepted,Route Constraint,Low,Manufacturing
3188,1954,1,2,2024-11-26,2024-11-27 16:00:00,2024-11-28 00:00:00,,,,China,India,China -> India ,Road,FedEx,6016.51,,12,27,Viewed,Quote Accepted,Route Constraint,High,Manufacturing
3189,1065,5,15,2024-12-21,2024-12-22 01:00:00,2024-12-23 13:00:00,,,,India,South Africa,India -> South Africa ,Road,Costco,2272.37,,11,22,Viewed,Quote Viewed,Slow Response,High,Manufacturing
3190,1231,3,4,2024-06-11,2024-06-11 11:00:00,2024-06-11 18:00:00,,,,Brazil,Netherlands,Brazil -> Netherlands ,Road,Cargo Carriers,2329.64,,5,12,Viewed,Quote Viewed,Route Constraint,Low,Manufacturing
3191,1040,6,13,2024-07-23,2024-07-23 15:00:00,,,,,South Africa,China,South Africa -> China ,Road,Costco,5340.06,,15,27,Sent,Quote Sent,Route Constraint,High,Small Business
3192,1726,1,22,2024-01-29,2024-01-31 03:00:00,2024-02-01 01:00:00,,,,South Africa,China,South Africa -> China ,Air,Emirates,5316.37,,30,50,Viewed,Quote Accepted,Documentation Concerns,Low,sme
3193,1526,7,1,2024-03-08,2024-03-10 17:00:00,2024-03-10 22:00:00,2024-03-12 03:00:00,2024-03-14 03:00:00,2024-03-30 03:00:00,China,Netherlands,China -> Netherlands ,Sea,ONE,13684.82,12846.91605870159,14,6,Completed,,Slow Response,Low,Enterprise
3194,1149,9,24,2024-04-06,2024-04-07 12:00:00,,,,,USA,Germany,USA -> Germany ,Sea,Emirates,11896.1,,16,57,Sent,Quote Accepted,Documentation Concerns,High,SME
3195,1796,6,24,2024-07-13,2024-07-13 06:00:00,2024-07-14 15:00:00,2024-07-16 22:00:00,,,Netherlands,UK,Netherlands -> UK ,Sea,MSC,14619.4,,27,57,Accepted,Quote Sent,Route Constraint,Low,Small Business
3196,1566,6,20,2024-06-11,2024-06-11 21:00:00,2024-06-13 12:00:00,2024-06-15 07:00:00,2024-06-17 07:00:00,2024-06-21 07:00:00,UK,India,UK -> India ,Sea,MSC,3088.47,2824.5044803475826,27,51,Completed,,Slow Response,Low,sme
3197,1854,6,10,2024-11-19,2024-11-21 21:00:00,2024-11-22 08:00:00,2024-11-23 12:00:00,2024-11-28 12:00:00,,Brazil,UK,Brazil -> UK ,Sea,Maersk,4437.54,4280.926791441412,9,52,Booked,,No Feedback,Low,Small Business
3198,1983,10,19,2024-11-03,2024-11-05 18:00:00,2024-11-07 07:00:00,2024-11-07 14:00:00,,,South Africa,USA,South Africa -> USA ,Road,Costco,12010.97,,27,66,Accepted,Quote Accepted,,Medium,Small Business
3199,1579,9,19,2024-01-01,2024-01-03 03:00:00,2024-01-04 17:00:00,2024-01-04 22:00:00,,,Brazil,South Africa,Brazil -> South Africa ,Road,Maersk,6841.99,,1,17,Accepted,Quote Viewed,Route Constraint,Medium,sme
3200,1476,8,2,2024-01-27,2024-01-29 21:00:00,2024-01-30 12:00:00,2024-01-30 15:00:00,,,Germany,Brazil,Germany -> Brazil ,Sea,ONE,5187.79,,19,50,Accepted,Quote Sent,Competitor Won,High,Retail
3201,1532,9,17,2024-06-06,2024-06-06 13:00:00,2024-06-08 03:00:00,2024-06-08 17:00:00,,,Netherlands,USA,Netherlands -> USA ,Sea,Maersk,8101.49,,3,18,Accepted,Quote Viewed,Slow Response,Medium,Small Business
3202,1305,7,23,2024-03-31,2024-03-31 18:00:00,2024-04-02 18:00:00,2024-04-04 12:00:00,2024-04-07 12:00:00,2024-04-17 12:00:00,South Africa,UK,South Africa -> UK ,Air,Maersk,18489.98,16901.868610678037,27,2,Completed,,No Feedback,High,SME
3203,1722,5,21,2024-09-10,2024-09-10 14:00:00,2024-09-11 22:00:00,,,,India,USA,India -> USA ,Sea,Maersk,1280.91,,28,43,Viewed,Quote Viewed,Slow Response,High,Small Business
3204,1434,4,21,2024-01-21,2024-01-22 08:00:00,2024-01-22 09:00:00,2024-01-23 22:00:00,,,South Africa,China,South Africa -> China ,Sea,PIL,2949.27,,9,72,Accepted,Quote Viewed,Competitor Won,High,SME
3205,1435,7,15,2024-03-21,2024-03-21 03:00:00,,,,,Netherlands,China,Netherlands -> China ,Sea,Emirates,18332.3,,13,56,Sent,Quote Accepted,,Low,Manufacturing
3206,1483,1,3,2024-04-13,2024-04-15 01:00:00,2024-04-16 14:00:00,2024-04-18 03:00:00,2024-04-23 03:00:00,2024-04-28 03:00:00,UK,South Africa,UK -> South Africa ,Sea,Qatar,16942.92,16994.30715996599,29,1,Completed,,Price Too High,Low,Manufacturing
3207,1341,1,17,2024-03-24,2024-03-26 13:00:00,2024-03-27 14:00:00,2024-03-30 02:00:00,2024-04-04 02:00:00,,Netherlands,China,Netherlands -> China ,Road,ONE,6791.72,7163.684170716495,21,50,Booked,,Slow Response,Low,Enterprise
3208,1160,5,19,2024-10-19,2024-10-21 08:00:00,2024-10-23 06:00:00,,,,India,Brazil,India -> Brazil ,Road,ONE,16607.06,,21,20,Viewed,Quote Sent,Slow Response,High,sme
3209,1366,7,19,2024-06-05,2024-06-05 01:00:00,,,,,USA,Brazil,USA -> Brazil ,Air,DHL,8655.11,,12,37,Sent,Quote Sent,Competitor Won,Low,Manufacturing
3210,1072,3,25,2024-07-27,2024-07-28 22:00:00,2024-07-29 04:00:00,2024-07-31 11:00:00,,,USA,Germany,USA -> Germany ,Sea,FedEx,6253.97,,6,67,Accepted,Quote Viewed,,Medium,sme
3211,1272,2,10,2024-02-12,2024-02-14 09:00:00,,,,,India,Netherlands,India -> Netherlands ,Air,Qatar,1903.0,,5,8,Sent,Quote Viewed,Price Too High,Medium,SME
3212,1921,7,13,2024-05-11,2024-05-13 04:00:00,,,,,Netherlands,China,Netherlands -> China ,Road,Maersk,17694.64,,12,21,Sent,Quote Accepted,Slow Response,High,sme
3213,1745,8,6,2024-11-11,2024-11-13 14:00:00,2024-11-14 09:00:00,2024-11-16 23:00:00,,,UK,Netherlands,UK -> Netherlands ,Sea,ONE,16071.38,,6,29,Accepted,Quote Viewed,No Feedback,Medium,Manufacturing
3214,1516,3,14,2024-02-06,2024-02-06 23:00:00,2024-02-08 16:00:00,,,,UK,India,UK -> India ,Air,ONE,18467.25,,23,18,Viewed,Quote Accepted,No Feedback,Low,Enterprise
3215,1986,2,24,2024-08-17,2024-08-18 13:00:00,2024-08-20 10:00:00,2024-08-20 15:00:00,,,UK,Brazil,UK -> Brazil ,Air,Costco,11477.12,,18,59,Accepted,Quote Viewed,Route Constraint,High,sme
3216,1076,7,12,2024-06-14,2024-06-16 19:00:00,,,,,South Africa,Brazil,South Africa -> Brazil ,Sea,Cargo Carriers,2362.75,,28,21,Sent,Quote Accepted,,Low,Manufacturing
3217,1306,8,25,2024-08-02,2024-08-03 17:00:00,2024-08-04 10:00:00,2024-08-05 01:00:00,2024-08-08 01:00:00,,Germany,Brazil,Germany -> Brazil ,Sea,Maersk,1500.37,1634.1434261476488,13,54,Booked,,Slow Response,High,Manufacturing
3218,1831,8,18,2024-03-18,2024-03-19 07:00:00,2024-03-19 16:00:00,,,,India,China,India -> China ,Road,Emirates,8600.49,,23,72,Viewed,Quote Sent,Slow Response,Medium,Small Business
3219,1836,1,11,2024-04-25,2024-04-26 23:00:00,2024-04-27 01:00:00,2024-04-28 17:00:00,2024-05-01 17:00:00,2024-05-20 17:00:00,UK,USA,UK -> USA ,Air,Maersk,14450.08,13918.36463679829,3,47,Completed,,Documentation Concerns,High,Manufacturing
3220,1656,5,7,2024-07-23,2024-07-25 01:00:00,,,,,China,Netherlands,China -> Netherlands ,Road,FedEx ,11566.93,,17,41,Sent,Quote Accepted,No Feedback,High,sme
3221,1680,1,6,2024-03-20,2024-03-22 00:00:00,,,,,China,Germany,China -> Germany ,Road,Cargo Carriers,3103.94,,23,50,Sent,Quote Sent,No Feedback,High,Small Business
3222,1493,9,4,2024-11-10,2024-11-12 17:00:00,2024-11-13 16:00:00,,,,UK,India,UK -> India ,Sea,Costco,13485.25,,18,13,Viewed,Quote Accepted,Slow Response,Medium,SME
3223,1658,3,14,2024-02-05,2024-02-06 17:00:00,2024-02-07 18:00:00,2024-02-09 10:00:00,2024-02-12 10:00:00,,Netherlands,Germany,Netherlands -> Germany ,Sea,FedEx,9860.22,9403.184540279774,11,7,Booked,,,Medium,Enterprise
3224,1610,7,10,2024-02-03,2024-02-03 14:00:00,,,,,Brazil,Netherlands,Brazil -> Netherlands ,Road,Maersk,11683.07,,17,53,Sent,Quote Viewed,,Medium,Enterprise
3225,1291,8,8,2024-01-15,2024-01-15 10:00:00,,,,,Germany,UK,Germany -> UK ,Air,DHL,19053.42,,18,13,Sent,Quote Accepted,Price Too High,High,Enterprise
3226,1381,3,4,2024-11-02,2024-11-04 16:00:00,2024-11-05 05:00:00,2024-11-05 07:00:00,,,USA,India,USA -> India ,Sea,Costco,12160.88,,21,40,Accepted,Quote Viewed,Competitor Won,Low,Retail
3227,1023,7,17,2024-12-20,2024-12-22 22:00:00,2024-12-23 11:00:00,,,,UK,South Africa,UK -> South Africa ,Sea,MSC,6620.92,,12,29,Viewed,Quote Viewed,No Feedback,Medium,Small Business
3228,1352,7,3,2024-08-20,2024-08-21 02:00:00,2024-08-22 19:00:00,2024-08-25 02:00:00,,,India,South Africa,India -> South Africa ,Air,Maersk,18846.57,,26,17,Accepted,Quote Accepted,Slow Response,High,Enterprise
3229,1474,7,12,2024-07-25,2024-07-26 04:00:00,2024-07-28 02:00:00,2024-07-29 15:00:00,,,India,USA,India -> USA ,Road,Qatar,19467.92,,28,58,Accepted,Quote Viewed,Price Too High,Low,SME
3230,1858,6,4,2024-12-11,2024-12-13 14:00:00,,,,,Netherlands,Germany,Netherlands -> Germany ,Air,DHL,1740.26,,7,57,Sent,Quote Viewed,,Medium,SME
3231,1465,9,23,2024-07-30,2024-07-30 07:00:00,2024-07-30 14:00:00,2024-08-01 16:00:00,2024-08-03 16:00:00,2024-08-18 16:00:00,UK,South Africa,UK -> South Africa ,Air,PIL,19266.57,20463.332957332987,13,21,Completed,,Slow Response,Medium,sme
3232,1704,10,15,2024-02-03,2024-02-05 05:00:00,2024-02-05 18:00:00,2024-02-08 00:00:00,,,USA,India,USA -> India ,Air,Qatar,3400.16,,12,56,Accepted,Quote Viewed,No Feedback,High,Manufacturing
3233,1499,2,12,2024-06-03,2024-06-05 12:00:00,2024-06-06 23:00:00,2024-06-08 03:00:00,2024-06-13 03:00:00,2024-06-23 03:00:00,Brazil,Germany,Brazil -> Germany ,Air,Maersk,2493.15,2590.4722561392664,13,36,Completed,,Competitor Won,High,Retail
3234,1343,10,6,2024-06-18,2024-06-19 02:00:00,2024-06-19 23:00:00,2024-06-21 23:00:00,,,India,Brazil,India -> Brazil ,Air,ONE,13418.07,,28,69,Accepted,Quote Accepted,Price Too High,High,Enterprise
3235,1963,1,7,2024-06-26,2024-06-28 14:00:00,2024-06-29 10:00:00,,,,USA,Netherlands,USA -> Netherlands ,Sea,ONE ,6170.64,,13,11,Viewed,Quote Accepted,No Feedback,Medium,sme
3236,1822,9,4,2024-02-04,2024-02-06 16:00:00,2024-02-08 15:00:00,,,,UK,Netherlands,UK -> Netherlands ,Sea,Cargo Carriers,10973.66,,4,4,Viewed,Quote Sent,Route Constraint,Medium,SME
3237,1552,1,24,2024-03-16,2024-03-17 07:00:00,2024-03-18 08:00:00,,,,Brazil,South Africa,Brazil -> South Africa ,Road,MSC,5293.25,,14,47,Viewed,Quote Viewed,No Feedback,Low,SME
3238,1884,2,22,2024-04-25,2024-04-27 07:00:00,,,,,Germany,USA,Germany -> USA ,Air,ONE,15468.11,,28,5,Sent,Quote Sent,Documentation Concerns,Low,Small Business
3239,1775,9,5,2024-01-13,2024-01-15 01:00:00,2024-01-16 09:00:00,,,,Netherlands,Germany,Netherlands -> Germany ,Sea,DHL,11063.67,,24,35,Viewed,Quote Viewed,No Feedback,Low,Small Business
3240,1868,7,3,2024-04-16,2024-04-17 16:00:00,,,,,South Africa,India,South Africa -> India ,Road,Qatar,3145.1,,8,48,Sent,Quote Sent,Slow Response,Low,sme
3241,1824,9,23,2024-11-13,2024-11-15 00:00:00,2024-11-16 01:00:00,2024-11-16 12:00:00,,,China,India,China -> India ,Air,FedEx,4692.05,,13,51,Accepted,Quote Accepted,Route Constraint,Low,SME
3242,1681,8,6,2024-12-21,2024-12-22 19:00:00,2024-12-23 10:00:00,2024-12-26 06:00:00,2024-12-31 06:00:00,2025-01-08 06:00:00,China,Brazil,China -> Brazil ,Road,MSC,1352.07,1282.5938140979194,9,66,Completed,,Slow Response,High,SME
3243,1420,8,6,2024-10-14,2024-10-15 23:00:00,2024-10-16 10:00:00,2024-10-19 00:00:00,,,Netherlands,China,Netherlands -> China ,Air,Costco,2485.94,,17,51,Accepted,Quote Viewed,Competitor Won,Low,SME
3244,1270,10,6,2024-12-24,2024-12-25 08:00:00,2024-12-25 16:00:00,,,,China,USA,China -> USA ,Road,Costco,18846.02,,28,24,Viewed,Quote Viewed,Price Too High,Low,Manufacturing
3245,1717,5,18,2024-07-23,2024-07-25 08:00:00,2024-07-26 21:00:00,,,,Germany,UK,Germany -> UK ,Sea,MSC,3431.22,,24,63,Viewed,Quote Accepted,Slow Response,Medium,Small Business
3246,1358,7,24,2024-12-18,2024-12-18 16:00:00,,,,,Netherlands,USA,Netherlands -> USA ,Air,Emirates ,16296.91,,6,62,Sent,Quote Sent,No Feedback,Low,SME
3247,1530,5,15,2024-10-09,2024-10-11 05:00:00,2024-10-12 14:00:00,,,,China,Brazil,China -> Brazil ,Air,ONE,10394.09,,5,44,Viewed,Quote Sent,Documentation Concerns,Medium,Enterprise
3248,1504,3,16,2024-01-31,2024-02-01 05:00:00,,,,,Brazil,South Africa,Brazil -> South Africa ,Road,Cargo Carriers,15562.21,,1,41,Sent,Quote Accepted,Competitor Won,Low,Enterprise
3249,1094,7,23,2024-10-21,2024-10-23 21:00:00,2024-10-24 07:00:00,2024-10-24 18:00:00,,,Netherlands,South Africa,Netherlands -> South Africa ,Sea,ONE,1972.69,,2,10,Accepted,Quote Sent,Slow Response,Low,Small Business
3250,1019,10,3,2024-02-10,2024-02-10 05:00:00,2024-02-10 16:00:00,,,,USA,China,USA -> China ,Sea,PIL,11155.52,,27,27,Viewed,Quote Accepted,Slow Response,Low,Small Business
3251,1553,9,16,2024-02-04,2024-02-05 19:00:00,2024-02-07 05:00:00,2024-02-08 03:00:00,2024-02-10 03:00:00,2024-02-13 03:00:00,India,UK,India -> UK ,Air,FedEx,5393.09,5351.362343751693,7,60,Completed,,Documentation Concerns,High,Small Business
3252,1961,8,22,2024-03-13,2024-03-14 06:00:00,2024-03-16 01:00:00,,,,UK,South Africa,UK -> South Africa ,Road,DHL,18034.34,,10,1,Viewed,Quote Sent,Documentation Concerns,Medium,Enterprise
3253,1536,6,10,2024-01-18,2024-01-20 12:00:00,2024-01-20 22:00:00,,,,Brazil,USA,Brazil -> USA ,Air,PIL,17000.34,,23,9,Viewed,Quote Viewed,Documentation Concerns,Low,Small Business
3254,1210,5,9,2024-05-08,2024-05-10 21:00:00,2024-05-12 18:00:00,,,,USA,India,USA -> India ,Air,ONE,12065.94,,18,22,Viewed,Quote Accepted,No Feedback,Medium,Small Business
3255,1646,10,14,2024-02-02,2024-02-02 02:00:00,2024-02-02 09:00:00,2024-02-02 10:00:00,2024-02-07 10:00:00,,India,Germany,India -> Germany ,Sea,Qatar,11173.18,11305.27920440834,15,44,Booked,,Documentation Concerns,High,Small Business
3256,1460,7,18,2024-05-08,2024-05-10 16:00:00,,,,,India,Germany,India -> Germany ,Air,Emirates,5487.42,,9,71,Sent,Quote Viewed,No Feedback,High,Manufacturing
3257,1573,2,23,2024-02-27,2024-02-27 02:00:00,2024-02-27 12:00:00,2024-02-28 03:00:00,,,India,Germany,India -> Germany ,Sea,MSC,15837.57,,20,26,Accepted,Quote Sent,Documentation Concerns,Low,SME
3258,1025,7,23,2024-09-09,2024-09-09 07:00:00,2024-09-10 01:00:00,,,,Brazil,China,Brazil -> China ,Sea,MSC,12386.41,,20,24,Viewed,Quote Sent,Price Too High,Medium,Manufacturing
3259,1223,1,13,2024-05-19,2024-05-21 19:00:00,,,,,Germany,Netherlands,Germany -> Netherlands ,Road,Costco,4066.82,,16,60,Sent,Quote Sent,Documentation Concerns,Low,SME
3260,1279,4,11,2024-09-27,2024-09-29 14:00:00,,,,,Netherlands,Germany,Netherlands -> Germany ,Road,Cargo Carriers,11135.96,,24,27,Sent,Quote Viewed,Price Too High,High,sme
3261,1224,6,12,2024-04-25,2024-04-25 09:00:00,2024-04-27 09:00:00,,,,Brazil,Germany,Brazil -> Germany ,Air,Qatar,4731.11,,18,36,Viewed,Quote Accepted,,High,Manufacturing
3262,1514,9,18,2024-09-11,2024-09-13 13:00:00,,,,,Germany,India,Germany -> India ,Road,Costco,2017.24,,28,64,Sent,Quote Sent,Documentation Concerns,Medium,Manufacturing
3263,1879,3,17,2024-11-15,2024-11-17 07:00:00,,,,,UK,Germany,UK -> Germany ,Sea,Maersk,18654.62,,9,28,Sent,Quote Viewed,Route Constraint,Low,Enterprise
3264,1221,3,17,2024-06-02,2024-06-04 00:00:00,2024-06-04 20:00:00,,,,China,South Africa,China -> South Africa ,Air,Qatar,8468.1,,1,39,Viewed,Quote Accepted,No Feedback,High,SME
3265,1942,3,2,2024-02-20,2024-02-22 22:00:00,,,,,Germany,China,Germany -> China ,Road,Maersk,13365.25,,14,25,Sent,Quote Accepted,Documentation Concerns,Medium,Enterprise
3266,1110,4,25,2024-03-25,2024-03-26 02:00:00,2024-03-27 21:00:00,,,,USA,South Africa,USA -> South Africa ,Road,Qatar,14939.51,,2,55,Viewed,Quote Accepted,Route Constraint,Low,Small Business
3267,1247,6,2,2024-10-03,2024-10-03 05:00:00,,,,,USA,Brazil,USA -> Brazil ,Air,MSC,16561.72,,17,64,Sent,Quote Viewed,No Feedback,Medium,Small Business
3268,1897,3,8,2024-02-02,2024-02-04 02:00:00,2024-02-04 23:00:00,2024-02-06 21:00:00,2024-02-10 21:00:00,2024-02-19 21:00:00,Netherlands,South Africa,Netherlands -> South Africa ,Sea,ONE,8744.94,9143.02774139304,3,1,Completed,,Route Constraint,Low,Retail
3269,1656,9,3,2024-12-02,2024-12-02 18:00:00,2024-12-04 07:00:00,2024-12-04 16:00:00,2024-12-06 16:00:00,2024-12-08 16:00:00,Brazil,China,Brazil -> China ,Sea,DHL,1385.25,1419.9315057946412,14,3,Completed,,Documentation Concerns,High,Manufacturing
3270,1810,7,9,2024-06-19,2024-06-21 01:00:00,2024-06-22 15:00:00,2024-06-24 00:00:00,2024-06-28 00:00:00,2024-07-18 00:00:00,India,Netherlands,India -> Netherlands ,Sea,FedEx,19034.48,18365.232699047436,13,35,Completed,,,High,Enterprise
3271,1667,3,12,2024-04-16,2024-04-17 08:00:00,2024-04-19 07:00:00,2024-04-19 08:00:00,2024-04-22 08:00:00,2024-05-08 08:00:00,USA,South Africa,USA -> South Africa ,Air,Maersk,13684.7,14803.64587981845,21,20,Completed,,No Feedback,Low,SME
3272,1299,2,10,2024-10-30,2024-10-31 13:00:00,2024-10-31 22:00:00,2024-11-02 19:00:00,2024-11-04 19:00:00,2024-11-07 19:00:00,India,Brazil,India -> Brazil ,Sea,Emirates,14727.34,14484.646503964637,8,64,Completed,,Route Constraint,High,Enterprise
3273,1359,5,14,2024-01-20,2024-01-21 10:00:00,2024-01-21 23:00:00,2024-01-24 10:00:00,,,Brazil,China,Brazil -> China ,Road,ONE,5849.42,,22,31,Accepted,Quote Accepted,Documentation Concerns,Medium,Enterprise
3274,1100,6,4,2024-07-26,2024-07-28 02:00:00,2024-07-28 22:00:00,2024-07-28 23:00:00,,,USA,UK,USA -> UK ,Sea,MSC,3928.54,,28,29,Accepted,Quote Viewed,No Feedback,Medium,SME
3275,1278,10,11,2024-01-30,2024-01-31 16:00:00,2024-02-01 14:00:00,,,,UK,China,UK -> China ,Sea,Cargo Carriers,11489.47,,15,48,Viewed,Quote Viewed,Competitor Won,Medium,SME
3276,1627,1,10,2024-03-23,2024-03-24 08:00:00,,,,,China,USA,China -> USA ,Air,MSC,19688.65,,16,42,Sent,Quote Viewed,Slow Response,Low,Manufacturing
3277,1946,3,10,2024-05-18,2024-05-18 22:00:00,2024-05-19 05:00:00,2024-05-21 16:00:00,2024-05-23 16:00:00,2024-05-30 16:00:00,China,Brazil,China -> Brazil ,Air,Cargo Carriers,6710.63,6522.001611752691,15,24,Completed,,Documentation Concerns,Low,Enterprise
3278,1217,7,24,2024-04-18,2024-04-19 13:00:00,2024-04-19 23:00:00,2024-04-21 02:00:00,,,China,UK,China -> UK ,Air,FedEx,14354.67,,9,64,Accepted,Quote Accepted,Route Constraint,Low,Retail
3279,1754,10,19,2024-07-03,2024-07-04 03:00:00,2024-07-04 14:00:00,,,,Brazil,South Africa,Brazil -> South Africa ,Sea,MSC,7056.93,,4,41,Viewed,Quote Viewed,Slow Response,Medium,SME
3280,1414,1,14,2024-05-27,2024-05-28 07:00:00,2024-05-28 16:00:00,,,,South Africa,USA,South Africa -> USA ,Sea,MSC,1043.27,,10,38,Viewed,Quote Viewed,Documentation Concerns,High,Small Business
3281,1049,2,11,2024-12-19,2024-12-19 07:00:00,2024-12-20 21:00:00,,,,Netherlands,USA,Netherlands -> USA ,Sea,Maersk,15842.76,,1,63,Viewed,Quote Viewed,Slow Response,Low,Small Business
3282,1617,7,12,2024-09-23,2024-09-24 13:00:00,,,,,South Africa,Germany,South Africa -> Germany ,Air,DHL ,1128.2,,28,24,Sent,Quote Viewed,Route Constraint,Medium,Manufacturing
3283,1315,1,6,2024-09-14,2024-09-14 08:00:00,2024-09-15 10:00:00,,,,Netherlands,Germany,Netherlands -> Germany ,Sea,Emirates,2029.89,,21,68,Viewed,Quote Viewed,Documentation Concerns,High,SME
3284,1306,1,5,2024-05-21,2024-05-21 23:00:00,2024-05-22 01:00:00,,,,Netherlands,UK,Netherlands -> UK ,Air,MSC ,4823.08,,12,49,Viewed,Quote Viewed,,Low,Retail
3285,1433,7,14,2024-01-22,2024-01-23 13:00:00,,,,,China,South Africa,China -> South Africa ,Air,Costco,7830.25,,14,28,Sent,Quote Viewed,,High,Small Business
3286,1302,4,14,2024-06-14,2024-06-16 16:00:00,,,,,Netherlands,India,Netherlands -> India ,Air,PIL,14708.06,,20,46,Sent,Quote Accepted,,High,SME
3287,1034,8,24,2024-12-23,2024-12-23 20:00:00,2024-12-24 04:00:00,2024-12-24 20:00:00,2024-12-25 20:00:00,2025-01-02 20:00:00,India,Netherlands,India -> Netherlands ,Sea,FedEx,4632.1,4930.194910083969,4,71,Completed,,,Low,Manufacturing
3288,1519,5,7,2024-07-25,2024-07-27 23:00:00,,,,,China,UK,China -> UK ,Air,MSC,18576.77,,2,56,Sent,Quote Accepted,No Feedback,High,sme
3289,1610,4,9,2024-09-29,2024-09-29 09:00:00,2024-09-29 18:00:00,2024-10-01 08:00:00,,,China,USA,China -> USA ,Sea,Cargo Carriers,17049.89,,17,47,Accepted,Quote Viewed,Route Constraint,Low,sme
3290,1935,6,25,2024-09-20,2024-09-21 13:00:00,2024-09-22 03:00:00,,,,India,USA,India -> USA ,Air,Emirates,19612.62,,19,2,Viewed,Quote Viewed,Slow Response,High,SME
3291,1706,6,12,2024-04-14,2024-04-15 00:00:00,2024-04-15 08:00:00,2024-04-16 02:00:00,2024-04-20 02:00:00,2024-05-09 02:00:00,UK,China,UK -> China ,Sea,Maersk,17057.98,17487.66206973347,3,65,Completed,,,Low,Enterprise
3292,1488,1,9,2024-12-12,2024-12-14 01:00:00,2024-12-14 12:00:00,,,,UK,India,UK -> India ,Road,MSC ,8966.74,,17,30,Viewed,Quote Sent,Price Too High,Low,sme
3293,1976,9,19,2024-11-25,2024-11-27 03:00:00,,,,,USA,Germany,USA -> Germany ,Sea,Qatar,18614.01,,12,62,Sent,Quote Sent,Route Constraint,Medium,Manufacturing
3294,1452,3,12,2024-04-19,2024-04-19 12:00:00,,,,,India,UK,India -> UK ,Sea,Emirates,12099.36,,29,47,Sent,Quote Sent,Route Constraint,High,Small Business
3295,1384,1,13,2024-04-08,2024-04-09 16:00:00,2024-04-09 18:00:00,2024-04-09 22:00:00,2024-04-11 22:00:00,2024-04-21 22:00:00,Germany,China,Germany -> China ,Sea,ONE,18360.76,18662.552813357775,25,17,Completed,,Route Constraint,Low,Enterprise
3296,1921,3,3,2024-05-31,2024-06-01 15:00:00,2024-06-03 00:00:00,2024-06-04 16:00:00,2024-06-09 16:00:00,2024-06-20 16:00:00,Germany,China,Germany -> China ,Road,Cargo Carriers,10197.23,10522.25868845068,29,63,Completed,,Competitor Won,Medium,Retail
3297,1684,9,21,2024-10-15,2024-10-15 12:00:00,2024-10-16 19:00:00,,,,USA,South Africa,USA -> South Africa ,Road,Cargo Carriers,2331.78,,3,38,Viewed,Quote Accepted,Slow Response,Medium,sme
3298,1476,4,25,2024-12-19,2024-12-21 20:00:00,2024-12-23 11:00:00,2024-12-25 03:00:00,,,USA,Netherlands,USA -> Netherlands ,Air,PIL,7657.65,,20,-1,Accepted,Quote Accepted,Route Constraint,High,sme
3299,1236,5,10,2024-09-20,2024-09-20 21:00:00,2024-09-21 08:00:00,,,,Brazil,UK,Brazil -> UK ,Sea,Qatar,3961.28,,26,58,Viewed,Quote Accepted,Competitor Won,Medium,Small Business
3300,1169,2,21,2024-09-03,2024-09-04 09:00:00,2024-09-05 07:00:00,,,,USA,Germany,USA -> Germany ,Road,MSC,2873.33,,25,48,Viewed,Quote Accepted,Competitor Won,Low,Retail
3301,1242,6,4,2024-02-06,2024-02-06 21:00:00,2024-02-08 20:00:00,,,,UK,Netherlands,UK -> Netherlands ,Air,PIL,1628.76,,11,23,Viewed,Quote Accepted,Slow Response,High,Small Business
3302,1057,2,25,2024-05-15,2024-05-16 13:00:00,,,,,India,China,India -> China ,Road,PIL,4971.63,,9,70,Sent,Quote Viewed,Price Too High,Medium,sme
3303,1725,6,22,2024-01-30,2024-02-01 18:00:00,2024-02-02 00:00:00,,,,South Africa,USA,South Africa -> USA ,Sea,Emirates,19024.25,,4,57,Viewed,Quote Viewed,,High,Manufacturing
3304,1981,6,24,2024-04-09,2024-04-09 01:00:00,2024-04-09 23:00:00,,,,South Africa,India,South Africa -> India ,Road,MSC,10647.69,,30,58,Viewed,Quote Viewed,Competitor Won,Low,Manufacturing
3305,1095,5,16,2024-02-17,2024-02-19 09:00:00,2024-02-20 02:00:00,,,,Germany,China,Germany -> China ,Air,ONE,15598.76,,5,15,Viewed,Quote Accepted,,Low,Small Business
